attendance_percentage,assignment_completion_rate,internal_marks,study_hours_per_week,previous_gpa,participation_score,risk_label
76.45269111408629,32.59053443008448,43.86683429318181,11.964724863580287,8.027624951374795,3.7249761544477047,1
50.23144742123749,71.73889149374372,69.5731178200127,19.641685243579804,5.623863651890594,5.792238170955077,1
43.90309557911677,46.100618610139215,62.47527406818353,31.28289294271614,4.487377808840036,6.0797492900177295,1
96.93313223519999,38.43968200440952,98.0403730742076,8.54805141436057,9.95549077292658,6.4052487728842245,1
97.93792198447356,35.38672411404464,72.59690908875265,14.724847163139929,4.937209047583596,2.4962979731473056,1
88.50384088698766,78.74021431146979,54.46544604607732,14.671168796304876,9.930525963780887,4.417636643394839,0
58.27682615040224,53.791247463764634,37.986704942155335,20.120662465807712,9.863679595398683,6.5547480440527,1
45.86032684038303,80.73367400701329,40.58727801144542,39.31290593297648,8.762908623448238,9.728369781704062,1
81.05398159072942,34.574943855925966,45.772185096586455,7.362589133933768,7.956537772491986,7.548680239297198,1
66.40914962437608,52.07032364814272,47.567666293820864,23.154534803320825,7.466842301506508,9.30343381384562,1
47.32229409068673,67.7643904662736,89.54312404887965,11.277763870427366,9.196609272267008,7.859908524827594,1
69.71061460667622,85.35062153872744,69.28559517977675,38.97367908934105,5.736637129716928,6.325452720031604,0
42.063311266913104,52.312675205244894,66.63736379620565,8.965622665461247,6.806087274909262,2.728210322227101,1
94.55922412472692,73.81239635059063,38.033821030845225,19.126035082655694,7.716339816199012,7.000170867032617,0
55.52679889600101,92.0184423765331,90.20977853446044,30.825974469211218,6.467142855216947,6.610416093639164,0
79.75133706123893,73.11042317276133,80.59700122459387,29.659404980960584,6.564918724541608,6.422222534115398,0
58.70266456536466,46.30716323275436,34.736785333000114,19.79550229128763,5.981708005012506,5.408072811894167,1
71.20408127066865,31.70805470895766,79.5484568060838,17.128345878345137,7.385390900107216,5.75790943590348,0
72.80261676059678,90.90692117306509,68.04767521398523,18.91643324935047,9.103447168090696,4.0099827440629365,0
51.091267331531625,31.4888587595271,35.72077420227448,14.249669210552375,5.209170268037877,5.673814233780728,1
98.17507766587352,91.22911708789397,62.08104490700595,12.186652854737993,9.606598232520648,2.7780031511063044,0
86.50796940166687,67.02559938190484,63.92874009910329,21.90638941456115,8.134525922489377,8.246569576243392,0
96.36993649385136,95.73473889590274,41.6042178114293,14.398681462366255,8.93963927608018,2.6719925922883703,1
93.68964102565893,85.91482650415658,96.19887029001976,15.061158271403754,7.33714415578007,1.7646966090051976,0
75.8739987286651,99.85538773733363,89.49827600364634,27.986462221609496,8.677100208544381,4.926214237214417,0
95.312454101387,54.54982708161971,76.83156361303759,38.898806609496226,4.0972023840368035,6.924766955554556,1
45.30955012311517,83.70318022517888,62.360689270042506,26.127302019578128,8.91028254867721,4.939451424401872,0
51.75897174514871,58.13516395264695,58.82358791091559,7.69428134727382,4.240833154512199,3.4907871875617773,1
42.71363733463228,63.59129342127362,75.5681427005668,7.645426484892344,9.339480258177176,6.023540655013966,1
59.519819845795865,73.9253824252859,68.18023085848338,38.299812729594805,9.95177648343186,4.1230210187097995,0
63.320637381368925,91.15739799304372,34.359117411731994,15.405177660756678,5.764404773060667,9.395809211139698,1
56.28094190643375,98.88584284395066,65.87518541392322,8.22234451288664,5.261911337714762,9.303806256432148,1
89.72425054911577,83.77913897051627,86.44825320629877,25.966560550263356,8.592180183148244,5.521346379748859,0
61.40519960161536,59.243674751713364,62.146791431787065,26.827707240159313,5.51815804552152,3.950955946164327,1
56.85607058124285,59.494990159394916,33.63696042879879,27.697668704154086,9.19337429903322,7.634191725609751,1
72.56176498949492,81.6307611112224,85.03947395688232,14.359070975013946,4.61705555294486,1.3304164913475998,1
48.45545349848576,46.71440020378117,44.09546474951821,5.528873947506626,4.755731178276149,5.272921054392861,1
88.13181884524238,37.733187919197626,48.10345844216272,38.775537930906516,9.874909330603693,4.026910548433001,1
44.47303862078625,54.82355103485436,41.529444740260715,13.781256599188588,8.043033389620028,9.284822965922992,1
99.21321619603104,50.10672941578572,53.115054541004824,28.660920081839162,9.081323346573717,1.1080272454541429,0
86.33468615779944,50.741568431919305,82.97260539820445,29.732045445754835,5.945976264109108,5.975333881465142,1
51.92294089205035,46.35254257349369,66.35701016527561,26.350259597782,8.058902497123626,7.6659722295996335,1
40.331327027416144,32.946523274545335,44.34168919054988,15.951758797477687,7.565450963851584,5.365161887716371,1
88.92768570729005,31.251175431338968,91.44810547064286,14.488368881742302,7.618900720737682,1.7686272714644948,1
82.41144063085703,99.14056728152221,91.57072984660704,25.918389894594608,8.095194757226329,9.75215251025112,0
83.74043008245924,59.94411936151036,90.94048975322048,35.3133471764092,7.452155038774592,5.662093882384881,0
86.27622080115674,56.90286530117771,46.71573479670775,38.13568051231884,6.574374215815996,6.527676198871102,1
44.442679104045425,77.57530978851489,61.58675409266917,8.706703154131517,5.655536166283281,3.129488044367566,1
61.507943712656356,45.27777215055449,98.94927592986126,10.419001440920194,8.611487985479211,5.351482765961235,1
46.95214357150778,96.49728287651577,84.04087334169932,38.065769057407785,5.357634580019117,4.862345427624897,1
91.78620555253562,85.04415100908864,31.901719485789187,30.77873299171774,8.154125836926486,1.6740625780178537,0
77.39788760965348,36.258770161858166,34.56432138823445,35.904783869042056,5.39999693589596,1.9554431819272051,1
59.85388149115895,59.230654304944984,62.475196376863295,12.092142194737011,7.751981019726723,8.537252676568972,1
43.81350101716142,91.53828152935154,93.64541441030921,25.565505488829064,8.482469602774174,3.1583795698593122,0
58.65893930293973,96.13124156039872,67.70912585669,29.53988580461158,5.312283333439235,2.7546244434876748,1
59.51099932160482,62.718105787490884,64.84687556240031,28.803915990644043,4.3596598051678495,5.544203061251253,1
83.77637070028385,72.93879724474954,37.38315899696414,19.285309180334433,4.785842457965044,7.918724182262617,1
78.25344828131279,41.69237622644526,75.9746073307006,5.538821209195797,7.635981803626153,1.5575186672108914,1
93.23276455457959,99.38180382958836,87.54722124201578,25.40241198814921,9.096678437354413,6.1912712767443026,0
68.33289550971696,46.21701909684104,56.62940052552936,13.858553871286306,4.269980927412546,2.0728939855651602,1
47.1756547562981,95.99122418945879,84.29282956477292,20.75889861500116,8.404907554249878,1.3281494574305661,0
82.7946872333797,75.4752654294658,97.51336577305682,38.51533552793361,6.047911875700313,1.4746955694599566,0
85.64710291701385,72.54157564152014,44.26365213893824,18.966236117485217,6.871170219517135,8.507476973875972,0
73.67663185416978,65.88819577115561,66.63307418363189,34.39305623325494,9.573157299073394,2.061752352652554,0
86.25803079727366,46.14688682024311,50.09965706592028,11.598921201223789,5.991829028415073,1.4063622797106277,1
69.62773578186344,42.35696224038558,85.49980933236876,28.536117430876008,6.7920216036369165,4.94109898428621,0
71.36396976291965,45.43403463491227,70.43153561168103,39.19524340536302,4.082094488564087,8.595941247478223,1
65.65246110151298,43.05067835009782,74.42076922852127,8.566258530552787,4.48959232002903,3.361675388403717,1
41.52514760464571,84.57091314967273,85.85399117311258,5.29119797795172,5.551549546808705,4.795413557733248,1
46.473485619598264,54.508768141671105,57.71793308637184,20.175397742141502,4.167113444926446,1.359302793073761,1
41.885751141204054,34.048987359437746,94.05630478849302,8.241891906797852,7.788251956289506,5.041706627213883,1
78.18462467582683,97.83718410985679,67.3120207072298,31.193452238668097,6.558390140809735,6.198517725734203,0
58.8613588645796,91.8650119474398,41.05683759847436,37.00920323469956,7.288871216368133,6.138163483769303,1
70.51424146988217,94.94265982366491,78.71293827181617,20.19073404480656,5.047883115377977,3.9918402295692865,0
94.45398843556558,99.64354758525047,85.52829453067781,14.054907475440434,5.775592176619696,3.8397986259682195,1
54.9575337489325,42.17266744536411,52.173317394726865,20.20411616523134,7.982946849116351,1.959612570429381,1
64.62297538213778,57.736941323186116,90.0025479899127,30.320673624750036,9.791816341782399,4.301184885816415,0
85.33306831258292,83.07669329928639,93.43002783360365,5.316895655312984,4.302500641613255,1.8954520198566818,1
53.72788992949735,78.72144326376545,49.38331411644663,25.6308896319644,9.342305925131598,7.899363502408464,1
44.61879458972758,40.772713443789854,98.84650309006554,26.465208971058267,7.461287207867251,9.696468679733673,1
57.38508717482608,87.10831874934325,39.84980696341309,27.319088641357745,7.3835174005337425,9.730670110000363,1
49.67327723524026,45.710840028566246,44.141096788174295,13.470772799330703,7.0016712112465616,8.785639894378544,1
95.78185914055439,45.667233037583614,42.89573874666183,29.991845318234436,4.416364515425101,6.407129344056572,1
88.48722277386501,67.58820960253895,92.57927970055093,8.198702021612174,4.539261110416964,7.307791275194919,1
78.00422539062541,71.50579543891922,75.80047866274734,11.974461776338028,7.605472033954516,3.5668522241237266,0
92.28763541126307,70.60603454864679,40.6472998255591,35.71145163290687,6.04575142861335,6.676933781553585,0
88.22032461394687,36.40407861784284,60.82263928578443,30.855310275429822,9.503608399466085,5.100845944958897,0
51.19420353316215,91.42226038412662,73.07086175488614,5.481094390397084,6.439543224156834,5.338156057992393,1
93.55353990939867,48.592002981209426,35.84248594925683,13.693169112943007,4.859688752215846,7.819989043376421,1
72.36053451493905,39.06604448979629,91.76914578851371,12.50422690476076,8.288313001012217,3.537265200375265,1
88.44640930984374,92.2123655908284,86.25224748090747,14.47822148129404,5.760120528646059,3.8623565052506788,1
93.7654779954096,96.89560487608274,65.36447415036469,13.664591959796024,7.152821844135359,9.321776120157729,0
59.08020849831183,90.34893320858154,97.69886306814193,7.188420350999601,8.18699671303102,1.5060186536587503,1
46.60311547166061,86.66612523074147,59.24326854925698,21.06291808088871,9.401584667212422,5.370708685720063,0
53.6761097525165,75.86693864473152,98.88772233255484,30.64567161751578,8.753147168810056,9.215207203670756,0
65.62646731757538,68.56001594263975,76.7543999162539,26.235610365110276,8.058166407236344,6.493267070363413,0
89.08088595534959,36.08907319379871,74.4269891277759,28.55050840093279,8.077799094370862,5.9176636679091885,0
91.64383499538062,58.59172491494891,41.61684267070495,7.840221248768371,9.67554786419252,3.247697613064197,1
40.41712783187144,56.08819619086198,91.73494308132507,38.302174856187555,5.774944584979217,4.089479401580034,1
70.64483815465394,48.182764863222836,59.92427815444306,34.34721418450587,4.006672565177125,8.668435742242236,1
65.04466018892674,80.63940795820095,41.35633840477355,33.17816114734819,5.631727356389192,6.032963185916123,1
53.326468628243816,64.71130145551396,30.88252639830313,33.80443317646186,5.307348277760464,5.6326797438110185,1
47.19192204002097,35.673235113535355,69.18289785468679,37.64486778464665,7.9710075106839895,1.8962174218602603,1
60.25691028421768,45.41282413648679,66.91797354858734,24.04888881397942,7.802269598593174,1.144253408096108,0
96.57458223475115,77.8281134561717,80.3547535658411,12.009870625366906,7.560768296228343,9.673166698183442,0
59.39217592124531,35.32916016432101,92.31806371124614,26.58742627483894,4.097460659256722,4.392875505581575,1
71.12743730460197,89.5844839834138,35.558460925012064,31.000852278377863,8.372668326703884,6.428917558895539,0
82.18113753371067,64.6602568909782,81.20475432382537,30.82710876739089,5.941182474912949,1.7174356586855648,0
61.81777614275764,63.64106041286536,43.118836086830754,23.250715845840805,7.990335934039787,7.148028571507419,0
98.30692496325764,71.46854492616623,90.07239372100148,7.396055176675231,7.33947057101292,9.393100378353648,0
97.74683769652668,87.72766761476043,87.33444597031593,17.988952845054474,6.056385552567443,6.180987276976777,0
55.10693774952185,54.34664455315351,67.85556284898811,37.226831296217505,4.8074576026246465,2.135037901378695,1
69.83491035354312,77.46113067913444,79.71699590363181,25.45571184150991,4.566513385962885,6.23549374726129,0
58.052698589006184,69.60123747970538,52.00450792286239,23.84161801394997,8.989109998673342,7.897124917941872,0
57.090429662648056,48.69197891185949,62.98175292529702,14.409873003376774,9.510385252489348,4.657748829166168,1
42.213216841271965,91.50409904486105,87.51458283973301,17.89571219708026,7.8987282805857975,8.91853973147321,0
76.57386003879381,85.81982151248496,62.148563802124976,36.337113120360925,4.6206046891629,6.83814658021628,0
70.16074139373168,76.09162842608978,55.04587857278092,28.32620666343925,6.412163301329445,9.093240264602823,0
43.08872507499936,89.54072103659693,64.59487130752099,32.558545936331655,8.373635200630943,6.611547801226035,0
56.71878785419669,90.71059406718616,87.97744767060529,20.90208980736793,8.678925304060408,2.181591748043418,0
94.49595315799922,79.58540837005243,53.46456331596109,27.058652680965526,4.709311733746532,3.787225399946702,0
54.37371344001835,88.59093298545704,42.16331151950207,13.693426306012263,4.000184313072294,2.8161545342721124,1
48.693692325473386,78.82300231684985,79.84098142315466,29.69112905992202,8.27282227528363,9.179438479451761,0
69.36716561665378,77.60985402322103,87.81847488956572,19.966046679616806,6.139577055917234,7.843600605587344,0
99.13902724663603,73.3027964750629,37.04462349664733,20.489093018516094,5.526887989709562,7.087585320190055,1
54.523316290690026,82.69016476903488,46.79118789291613,27.726281360190857,4.077384818737153,3.708696876684595,1
80.32813284435272,41.10235737051516,39.938039283269575,37.76982175141243,7.241796440568998,2.656402948451922,1
85.69717691972306,91.66095314392498,54.35589881075167,7.240222131301732,9.10690441255589,7.808059791900206,0
54.25825263954398,91.02904694216625,61.52456852337889,33.866013307145266,9.745789877635527,5.267421512911717,0
83.69298091671158,32.047309812419144,82.41784358743146,15.233408864426758,7.394469703679736,3.032105969355662,0
62.06698796315519,87.80717253953338,75.5803309417172,20.537180907723226,7.086767966439365,6.549597803487476,0
77.93834983561476,39.020890723141164,73.46499972349018,5.766966507125313,4.510338312935446,1.3630046692460678,1
78.01178264565368,53.45831979813993,54.66624626267581,15.536612724200957,7.293236809255599,3.9355322871542815,0
72.14648104448551,82.04557794041254,88.9013287159332,22.592093492054566,6.2798744737923675,5.2170129513202115,0
45.4173862032645,41.253192723381574,62.99010171787152,6.966162707160366,7.642811685301462,2.3316250069846527,1
90.11814973535428,87.25769168833435,98.53734566106081,22.18835052841078,6.33235808725928,9.861890298317556,0
59.24680389830415,88.24939245704194,74.38994968070158,37.44887201004496,5.441794740702201,2.8818762813065284,1
51.19111062399125,65.52274136325853,38.83853190951519,8.688762633773184,4.5697916513702594,2.1731781703893898,1
42.44650849328583,30.44701102017835,77.33242934528039,31.75542548264265,5.889510667533374,2.8318138649820677,1
75.4535765912945,50.09266932224389,52.75728108021893,19.33848686815974,4.579869005726514,7.921550198437518,1
80.65386171053694,73.18488428630195,78.04290376802682,27.93108000835183,5.061381704943903,4.829550933446585,0
40.99526973567137,98.68303246191964,34.874880371368405,14.108280929483028,9.924016951477276,6.088743457772842,1
70.72558349795686,74.22694689116679,42.24170060231716,10.58222918894754,6.6646213414397115,1.1890824128772466,1
53.58974651187628,48.186250674491184,89.90160812340504,10.616191499492924,7.191230599030099,1.309881777159831,1
78.71036742456698,74.38039921697279,45.90256899164604,7.467218097510063,9.241711172423292,5.012429948443145,1
50.46198574029948,67.79897658010988,88.5928787670058,11.497634671543505,9.973413402944127,8.349897188814612,1
81.45626428614796,84.58917766058005,49.54932619180873,28.24767847461389,7.496286696068089,8.967149908368087,0
63.20412077803225,37.48864471788709,75.00173370410954,35.85917141452278,8.87484292626503,1.780359108360762,0
96.20379932420407,83.27195317514196,78.59054014568818,33.49439899569066,5.961646146020051,5.845267918909205,0
48.25125664875959,67.88866050732773,65.8858327201537,28.979700845606942,5.834463744683747,9.219067176513434,1
60.46398106301551,97.40944027012962,51.37174736877119,8.865115219388594,6.416222325967361,4.491754789580977,0
46.80841127443534,53.931051622708026,44.88510634597673,15.121560620358244,8.035043576041895,8.466092482855316,1
95.48161709671376,74.28353251937637,32.323254819369836,15.843240636286414,8.093150135530593,2.203260889594926,0
92.64036120285886,95.24196738570123,51.27624808685067,13.748493123916743,5.891436607896705,9.418550407010189,1
55.47649766290934,37.175680959347545,75.72139533718982,23.02519808984031,4.799259544819773,7.762809857781724,1
79.59904276205074,95.60599410655158,95.68133729139379,23.74438352078854,7.794377538793052,9.472009535082115,0
89.03333201207295,78.15200056105694,90.98431375841363,17.491009130988857,4.769955173132587,7.089555101972558,0
73.31204869596775,34.74859413736203,83.62453435747119,17.38262055577526,7.470955049375981,4.270635387994843,0
71.77903470136039,51.067449686277136,85.19131402773091,33.99944592671285,8.160532768337854,9.443630552722501,0
54.5111374540271,79.57204620516971,76.54894324331967,32.625249691189,8.20366897836671,3.480100986782606,0
45.586166068353954,34.71454210281402,48.220080029620206,15.772854108826097,8.52083266395758,3.9895526985555927,1
93.83294547719962,70.75193221233913,93.50365214940808,36.98259553556407,9.237156529393987,7.307275762015663,0
94.02508342979982,54.21181398670697,76.95126183340838,38.348525595087715,6.999753951788731,7.887846695728476,0
77.98608743639608,73.4640862437234,69.2308441686308,16.43598897105143,8.381495137177428,9.364631354642384,0
60.34178746292204,33.2019423668759,37.769262844943675,17.40487320775692,7.715036412195021,2.8432216815058853,1
60.95257447675965,91.00757643066635,61.29388806644978,22.697195369768558,5.119839638786095,8.181982316973016,0
83.55734073221436,98.14422784241778,62.22507898413484,37.939228438678576,4.154137869216449,7.646914480572671,0
93.82661559715463,97.8214498699984,90.5194526665869,35.671180159980906,5.707248314061602,1.574151006282381,0
93.22518545590704,82.47562822200473,68.2653754131452,8.589878690425643,6.658202238025717,4.485008270891862,0
86.79253275145743,39.106036809144236,56.62803842792867,18.74557601449957,7.702635666571938,3.5448891135408873,0
78.52189876925726,83.07842371503159,98.37602299574615,24.367991641242014,9.099755983019232,3.7404138191862737,0
45.048397899702934,31.721084152116106,37.750441532842096,22.6096365393039,5.177474300236994,9.846521915992307,1
49.69772284567682,31.548648607029808,59.578389981836125,11.785207377791243,4.753298739390862,6.784996721319351,1
93.91325131162475,52.652715340467886,32.94172726199837,35.058586990885416,9.780879684845965,7.459085420141497,1
76.3857435795754,64.2050233283266,81.79328845368512,28.692927404889307,4.648267356258443,9.789558735835083,0
40.55182309699778,83.92851924654553,94.26535865394054,34.326793119813125,6.8709464206431345,4.394816042118748,0
46.08829257196193,77.83067636245536,49.60261306853426,35.05674977723153,7.5133823727598115,8.216561516075252,1
79.81010614648335,61.21318944637238,90.08391737593846,31.192454878300893,7.24824652544463,4.910778669740458,0
40.30369503077312,49.15386663971661,50.45527613233284,20.372371043740106,4.516192942197659,8.825803046334817,1
49.64848308504992,99.79871501103977,93.75391131507406,26.36913642553986,4.342161484021716,2.625917871801729,1
72.92402736199517,59.83269115651811,82.77733325177488,10.612789214191011,4.632900564766214,9.529175593578517,1
81.5137118615616,61.59709170307728,86.34347437890071,28.577589611621768,7.513526103235675,2.968945375697917,0
79.11767557015602,41.453667483416844,31.260458892031814,11.273863950874826,7.266069325805926,3.935984562828384,1
53.45615856763359,85.63666841249506,97.39672499518181,29.28823566785549,5.4024447522204655,7.8057301069610245,1
82.73075328085216,78.55775580470421,80.86696944492263,13.035935626388904,7.826644851073549,4.54379627408866,0
54.23494524980801,45.45387289521322,51.33257667702934,9.114295505257699,8.920405012333896,6.4739023908980196,1
59.52398188955606,35.766673193108986,88.05762654011929,10.78495715500351,4.249473759079563,5.001161509624857,1
84.78948430708145,77.63495114522992,49.706483889045096,5.069724732667459,6.9887796612882545,7.6813294338080365,1
78.97797394283288,75.81578499967947,91.09276876962895,30.15588662487356,8.135862472616141,3.0549812713174975,0
90.95340462965068,49.12816688987465,37.880627328835594,30.63403671704327,5.513871562418123,1.526121885131893,1
79.4567735380206,96.56044935752873,79.2580184222557,23.02266724696408,5.846625431758895,3.699364577257596,0
74.0985162001283,40.574052424663016,67.84889336514372,10.64769803693843,7.681827417936303,5.268777983815872,1
45.62048606968555,60.26343607298213,36.75741291368086,7.924401812874141,9.387611760662422,2.512180469734107,1
62.06294818356601,96.05311441173193,46.932567978118726,5.669513825305045,8.859546521817396,4.193175606907499,1
55.91214206090353,59.38091218482856,30.868282539412036,10.801186193782724,7.498781314597501,4.599847164642117,1
54.63937860274501,74.696816336486,62.81375758251541,36.17994372441014,8.381330306543495,1.5165265931944618,0
98.38063328514673,57.831607857395596,51.08856825320002,13.453789459558863,6.188934821246792,6.249765233657841,1
63.58586348000563,49.1950641644069,71.88502390084312,17.39949645260255,7.845793168592547,8.959090851741587,0
93.5227933106268,98.87843535718798,50.80664653960321,8.687091956846661,6.797089546765342,2.3656862165774717,0
77.86831755983577,58.65338044205301,50.994337805488925,12.78264566618596,5.139616818745365,6.380272120613626,1
87.6886782124989,92.58694425753941,82.02352391121224,23.17285997730718,8.210429643263543,6.982652844197617,0
70.15822558631153,46.09682241237603,33.36999851848474,26.271343908347838,7.3387878240929325,4.774012123773595,1
74.61423307758155,44.91732928175583,93.2026496634391,13.587330995817387,6.151729491721548,7.30987828627843,1
69.55106162913184,32.17938580191579,89.6584712073827,7.020625572879102,9.468035140471784,4.696583891419108,1
51.71457926788267,75.61667777631195,76.74632782584845,18.686150419458954,4.1256047069604,5.541735591796914,1
83.34712691569032,55.796844060663275,71.52550990751689,13.197117982421695,5.894638907496976,1.0661774009898428,1
56.846341746451344,90.50507748877459,92.46117486977565,12.684387313043068,4.341288386665879,7.225481027212199,1
41.45895798588723,63.124693468409,42.97311256701001,38.59519809497093,8.599163897329763,6.95208411050252,1
78.72833775443007,97.77353995403053,35.527841353358,26.57051700740034,8.212644724682756,1.3456078959371012,0
50.62664076442294,42.98678609921848,46.76571189366767,24.490745511023356,5.9881133124179025,4.314250966556198,1
96.42751506117486,90.80362175689275,85.62047950901332,19.552128623316268,8.053977413242439,9.811286567125006,0
97.23571462015525,84.36177969542192,32.42691867085383,20.01305167005505,6.375623357175699,4.786629063117552,0
94.89186341322691,83.96452912508364,70.79647845584427,23.931675134332828,8.537522748534606,5.517508646186576,0
62.20952201532666,89.13482596818213,99.6806261333917,29.375043246263754,6.725101976420237,9.189371423437468,0
40.927396991732046,83.27167936600992,89.89872656862775,29.57511336636403,6.4736783669899935,7.455356882791808,0
95.69911375526353,73.83542251419908,66.50119823305127,11.009286769690735,9.608379492929807,6.238631180118012,0
65.69104889903886,39.18714143776713,34.454863650064965,22.503946322681944,5.505274599344201,8.180242132069653,1
97.99928914262017,32.27683256438763,88.1961460069997,19.418533326193568,4.722684039979392,8.77929639810376,1
97.81719862535516,94.45934934709808,71.92849557240473,35.468443819428444,7.507258679556749,5.111992645635402,0
91.1805673280416,73.16552201645166,38.04530979416968,27.099662242643173,9.815930873705074,5.275975284386519,0
57.66693352417514,85.75761036833234,36.570009937634936,23.637642324559362,6.2670352823631195,4.474458420866522,1
63.105863716115515,63.706564605878505,93.67387736056148,9.038812476262109,4.372220581772689,9.700355260166145,1
91.06820029101141,38.211573227367616,76.8440184056655,26.1973261263194,6.035831603857405,7.274496288613154,0
59.01532030937666,38.76300545417853,88.05007595217289,9.10213669880817,7.035589925917351,1.7490075958726505,1
50.16956480116555,77.989570106028,91.52852301975872,16.80223014480132,4.971538039793282,8.766636609817166,1
73.40807574750102,60.12141264296239,70.02406464338256,9.999468768501615,7.9486133083389525,5.3250394675264126,0
96.16928644964686,44.03673086902357,66.22124462285288,29.222577645852912,9.986496334061204,1.618785157802387,0
81.76178780049838,64.41161827190058,60.12991872246931,12.218823984265342,6.710436855888663,5.9474552964697995,0
74.2036702053619,34.494625595259386,52.18626114537835,18.71507806158091,6.128371340381276,4.754478510781318,0
45.83058962624611,70.73799813400791,60.42171726010982,36.34861721665725,6.4042250010068,8.899744643763624,0
76.90043360195018,48.82953831045684,84.17157590111094,12.15107341896396,4.690877070371207,2.835951432484486,1
99.4032310062558,85.82913704460317,72.1346401710592,22.77317723855727,9.299641608557343,8.438181485429645,0
48.405040914191446,51.72533712465017,92.47663029683923,19.674508140810772,6.488953933128112,6.019198220669074,1
71.0997791418242,61.86541043572608,61.03660100654314,5.634341436600541,6.323646468549048,1.4914927289212214,0
92.64238431567733,30.813437793567044,72.49627051031278,32.74653397504845,7.958141637582846,9.74660771192936,0
84.44611706525227,35.07128214561912,74.19152871643921,7.41660672101099,6.652200525586741,5.6135371969287995,1
81.82094445971609,57.47454894846794,71.41880136144279,21.598925734193376,7.889400812847076,3.617891688084242,0
82.14904503922656,63.595718430198644,79.18436411598614,24.62374032286325,4.368677740784725,5.224661577903323,0
61.56946907318531,72.00143836835126,46.620342786236435,26.994925981510548,8.882340062333364,8.720720051657402,0
57.6155106558696,50.416380509651226,65.86546442820534,29.102107025775645,9.643023717276415,3.7441281194655716,1
88.56166932871082,78.64873202885798,37.295736196584336,13.864533423295027,7.892592316956316,2.734087568380303,1
88.60680368075084,90.20856780324432,56.91579293513688,5.349257183045728,9.727395573152865,2.1616412223779333,0
92.02433911480622,84.5895692225345,64.13669480348851,30.32052818242192,4.90859388621978,3.6807345855119014,0
94.79443315338827,32.773317774385,75.65569816818308,23.747980977165252,6.864497136882122,8.020432783360391,0
70.68054393165627,63.63548630804802,96.53717368103425,34.26411961225371,7.610840403672683,5.244637286757355,0
70.09097768123198,37.34511248927224,72.04557465838491,33.7485927015243,7.49041988452712,3.04733443324186,0
